246.902797;120.050000;0.000000;7.622742;3/3to2/3;0;16.4805
139.850000;155.574039;0.000000;12.815871;1/2to1/3;1;16.4805
206.948806;229.950000;0.000000;0.000467;1/2to2/2;2;16.4805
410.150000;275.367738;0.000000;12.304279;4/2to4/1;3;16.4805
133.250000;403.183022;0.000000;11.688830;1/0to1/1;4;16.4805
106.948896;136.550000;0.000000;0.000643;0/3to1/3;5;16.4805
129.950000;305.450021;0.000000;5.562692;1/1to1/2;6;16.4805
43.052341;123.350000;0.000000;0.002135;1/3to0/3;7;16.4805
120.050000;355.164365;0.000000;4.758013;1/1to1/0;8;16.4805
325.051891;232.205291;0.000000;0.212498;:3/2_24;9;16.4805
143.051917;123.350000;0.000000;0.005880;2/3to1/3;10;16.4805
202.445111;329.950000;0.000000;8.918231;1/1to2/1;11;16.4805
366.651739;220.050000;0.000000;11.977334;4/2to3/2;12;16.4805
310.150000;406.948809;0.000000;0.001916;3/1to3/0;13;16.4805
410.150000;175.839784;0.000000;11.001930;4/3to4/2;14;16.4805
225.030965;232.165183;0.000000;0.124184;:2/2_24;15;16.4805
43.051084;223.350000;0.000000;0.000000;1/2to0/2;16;16.4805
110.150000;266.949851;0.000000;10.002834;1/2to1/1;17;16.4805
224.950521;117.799331;0.000000;0.631194;:2/3_7;18;16.4805
402.782690;216.750000;0.000000;12.109045;4/2to3/2;19;16.4805
125.003149;133.670467;0.000000;0.004635;:1/3_25;20;16.4805
337.539655;410.150000;0.000000;13.234377;:3/0_9;21;16.4805
219.447393;425.005520;0.000000;0.113149;:2/0_19;22;16.4805
243.055755;313.450000;0.000000;0.085726;3/1to2/1;23;16.4805
123.350000;406.948509;0.000000;0.002171;1/1to1/0;24;16.4805
352.636625;113.450000;0.000000;5.160565;4/3to3/3;25;16.4805
377.803895;310.150000;0.000000;9.988324;4/1to3/1;26;16.4805
243.051091;213.450000;0.000000;0.000282;3/2to2/2;27;16.4805
343.051184;313.450000;0.000000;0.001036;4/1to3/1;28;16.4805
326.650000;43.051035;0.000000;0.000000;3/3to3/4;29;16.4805
111.404737;40.498647;0.000000;13.716817;:1/4_16;30;16.4805
224.999924;217.894021;0.000000;0.007666;:2/2_7;31;16.4805
39.850000;177.194437;0.000000;11.933569;0/2to0/3;32;16.4805
23.350000;84.476366;0.000000;12.898293;0/4to0/3;33;16.4805
402.900894;316.750000;0.000000;12.500251;4/1to3/1;34;16.4805
23.350000;262.375555;0.000000;3.873778;0/2to0/1;35;16.4805
220.050000;166.498536;0.000000;7.745510;2/3to2/2;36;16.4805
225.003922;132.113351;0.000000;0.027965;:2/3_24;37;16.4805
227.274838;26.466061;0.000000;3.712783;:2/4_22;38;16.4805
80.523351;426.650000;0.000000;11.630364;0/0to1/0;39;16.4805
223.350000;406.948952;0.000000;0.000359;2/1to2/0;40;16.4805
325.045416;132.192881;0.000000;0.151525;:3/3_24;41;16.4805
125.000997;117.894078;0.000000;0.042642;:1/3_7;42;16.4805
402.484655;120.050000;0.000000;11.693261;4/3to3/3;43;16.4805
384.072734;23.350000;0.000000;8.256257;4/4to3/4;44;16.4805
306.948982;139.850000;0.000000;0.000157;2/3to3/3;45;16.4805
306.698403;226.650000;0.000000;0.371137;2/2to3/2;46;16.4805
206.947547;326.650000;0.000000;0.002679;1/1to2/1;47;16.4805
251.614589;213.450000;0.000000;4.792694;3/2to2/2;48;16.4805
151.089904;329.950000;0.000000;13.527568;1/1to2/1;49;16.4805
123.350000;55.438862;0.000000;12.314957;1/4to1/3;50;16.4805
319.463742;424.997114;0.000000;0.044359;:3/0_19;51;16.4805
306.946770;333.250000;0.000000;0.007536;2/1to3/1;52;16.4805
229.950000;83.850032;0.000000;9.297630;2/3to2/4;53;16.4805
139.850000;349.089591;0.000000;6.866991;1/0to1/1;54;16.4805
409.646727;110.911941;0.000000;13.044437;:4/3_1;55;16.4805
343.051057;220.050000;0.000000;0.000000;4/2to3/2;56;16.4805
301.179214;320.050000;0.000000;12.663391;3/1to2/1;57;16.4805
91.330877;329.950000;0.000000;10.197532;0/1to1/1;58;16.4805
253.959263;310.150000;0.000000;7.050514;3/1to2/1;59;16.4805
225.003272;317.900439;0.000000;0.030184;:2/1_7;60;16.4805
275.145773;410.150000;0.000000;13.747716;3/0to2/0;61;16.4805
239.850000;286.148692;0.000000;12.729122;2/1to2/2;62;16.4805
426.650000;375.913359;0.000000;3.146848;4/0to4/1;63;16.4805
175.733931;410.150000;0.000000;13.345574;2/0to1/0;64;16.4805
310.150000;92.615018;0.000000;13.294968;3/4to3/3;65;16.4805
106.499989;129.950000;0.000000;3.565646;0/3to1/3;66;16.4805
39.850000;270.174989;0.000000;11.581689;0/1to0/2;67;16.4805
406.948397;326.650000;0.000000;0.001236;3/1to4/1;68;16.4805
39.850000;355.500803;0.000000;12.996050;0/0to0/1;69;16.4805
24.986424;317.868147;0.000000;0.052619;:0/1_6;70;16.4805
110.150000;89.664153;0.000000;13.680331;1/4to1/3;71;16.4805
189.959732;39.850000;0.000000;13.220328;1/4to2/4;72;16.4805
143.052603;220.050000;0.000000;0.009016;2/2to1/2;73;16.4805
223.350000;77.811041;0.000000;8.258654;2/4to2/3;74;16.4805
277.666200;23.350000;0.000000;9.890277;3/4to2/4;75;16.4805
343.084867;213.450000;0.000000;0.039667;4/2to3/2;76;16.4805
26.700215;223.246885;0.000000;4.192488;:0/2_22;77;16.4805
143.233241;223.350000;0.000000;4.397065;2/2to1/2;78;16.4805
426.650000;395.158820;0.000000;5.761493;4/0to4/1;79;16.4805
226.617449;142.682658;0.000000;5.345191;:2/3_24;80;16.4805
198.774876;326.650000;0.000000;2.218745;1/1to2/1;81;16.4805
210.150000;406.876213;0.000000;0.094520;2/1to2/0;82;16.4805
36.550000;81.318132;0.000000;11.947800;0/3to0/4;83;16.4805
425.628265;233.352388;0.000000;6.510505;:4/2_12;84;16.4805
413.450000;371.927011;0.000000;12.680283;4/1to4/0;85;16.4805
123.350000;110.248114;0.000000;0.657357;:1/3_2;86;16.4805
150.951964;123.350000;0.000000;0.489596;2/3to1/3;87;16.4805
316.750000;267.198064;0.000000;12.547187;3/2to3/1;88;16.4805
226.290656;239.998668;0.000000;2.045166;:2/2_24;89;16.4805
324.559246;27.684841;0.000000;10.708317;:3/4_22;90;16.4805
306.948042;326.650000;0.000000;0.240982;2/1to3/1;91;16.4805
402.645445;23.350000;0.000000;8.561512;4/4to3/4;92;16.4805
23.746923;310.309972;0.000000;0.549245;:0/1_6;93;16.4805
210.919727;426.099117;0.000000;1.520828;:2/0_21;94;16.4805
50.620662;223.350000;0.000000;0.291923;1/2to0/2;95;16.4805
126.382554;141.086576;0.000000;0.748421;:1/3_25;96;16.4805
422.056010;126.375763;0.000000;7.609425;:4/3_23;97;16.4805
226.650000;43.064962;0.000000;0.050007;2/3to2/4;98;16.4805
33.734361;128.067105;0.000000;8.892165;:0/3_23;99;16.4805
56.289796;426.650000;0.000000;12.648870;0/0to1/0;100;16.4805
106.943236;236.550000;0.000000;0.008857;0/2to1/2;101;16.4805
210.150000;280.039554;0.000000;12.658417;2/2to2/1;102;16.4805
343.071137;120.050000;0.000000;0.026332;4/3to3/3;103;16.4805
425.124471;330.815291;0.000000;4.400886;:4/1_12;104;16.4805
343.227893;320.050000;0.000000;0.802119;4/1to3/1;105;16.4805
114.119582;425.897392;0.000000;7.930724;:1/0_19;106;16.4805
326.464408;241.644770;0.000000;4.082934;:3/2_25;107;16.4805
