actualTime;quantity
75.8856;43103
75.8865;43104
75.8891;43105
75.8916;43106
75.8947;43107
75.895;43108
75.8952;43109
75.8969;43110
75.8971;43111
75.8973;43112
75.898;43113
75.9037;43114
75.9038;43115
75.9068;43116
75.9095;43117
75.9102;43118
75.9106;43119
75.911;43120
75.9119;43121
75.9122;43122
75.9153;43123
75.9154;43124
75.9162;43125
75.9185;43126
75.92;43127
75.9206;43128
75.9226;43129
75.9234;43130
75.9254;43131
75.9296;43132
75.9303;43133
75.931;43134
75.9325;43135
75.9331;43136
75.9344;43137
75.9383;43138
75.9388;43139
75.9407;43140
75.9411;43141
75.9419;43142
75.9421;43143
75.9423;43144
75.9437;43145
75.9447;43146
75.9475;43147
75.9527;43148
75.9531;43149
75.9532;43150
75.9535;43151
75.9541;43152
75.9551;43153
75.9558;43154
75.956;43155
75.9568;43156
75.957;43157
75.9583;43158
75.9586;43159
75.9596;43160
75.9619;43161
75.9626;43162
75.9664;43163
75.9665;43164
75.9683;43165
75.9687;43166
75.9698;43167
75.9721;43168
75.9746;43169
75.975;43170
75.9765;43171
75.9784;43172
75.9786;43173
75.9799;43174
75.9811;43175
75.9857;43176
75.9859;43177
75.9897;43178
75.9909;43179
75.9913;43180
75.9932;43181
75.9937;43182
75.9941;43183
75.9952;43184
75.9973;43185
75.9978;43186
75.9993;43187
76.0016;43188
76.0049;43189
76.0051;43190
76.008;43191
76.0088;43192
76.009;43193
76.01;43194
76.0101;43195
76.0145;43196
76.0147;43197
76.017;43198
76.0174;43199
76.0201;43200
76.0203;43201
76.0226;43202
76.0238;43203
76.0246;43204
76.0264;43205
76.0265;43206
76.0269;43207
76.0272;43208
76.0278;43209
76.0317;43210
76.0337;43211
76.036;43212
76.0372;43213
76.0409;43214
76.0415;43215
76.0425;43216
76.0426;43217
76.0433;43218
76.0451;43219
76.0493;43220
76.0526;43221
76.0536;43222
76.0539;43223
76.0548;43224
76.0558;43225
76.057;43226
76.0573;43227
76.0598;43228
76.061;43229
76.0614;43230
76.0662;43231
76.0675;43232
76.0676;43233
76.07;43234
76.0704;43235
76.0706;43236
76.0718;43237
76.0732;43238
76.0739;43239
76.0764;43240
76.0766;43241
76.0772;43242
76.0776;43243
76.0845;43244
76.0856;43245
76.0858;43246
76.0865;43247
76.0882;43248
76.0893;43249
76.0906;43250
76.0909;43251
76.0944;43252
76.098;43253
76.0994;43254
76.0998;43255
76.1007;43256
76.1038;43257
76.1044;43258
76.1116;43259
76.115;43260
76.1151;43261
76.1168;43262
76.1184;43263
76.1191;43264
76.1196;43265
76.1201;43266
76.1214;43267
76.1216;43268
76.1231;43269
76.1237;43270
76.1309;43271
76.1311;43272
76.1332;43273
76.1355;43274
76.136;43275
76.1362;43276
76.1364;43277
76.1365;43278
76.1368;43279
76.137;43280
76.1375;43281
76.1377;43282
76.138;43283
76.1399;43284
76.1419;43285
76.1432;43286
76.1461;43287
76.147;43288
76.1493;43289
76.1494;43290
76.1534;43291
76.1551;43292
76.1584;43293
76.1644;43294
76.1659;43295
76.166;43296
76.1671;43297
76.1707;43298
76.1712;43299
76.1742;43300
76.1752;43301
76.1754;43302
76.1756;43303
76.176;43304
76.1788;43305
76.1809;43306
76.1827;43307
76.1841;43308
76.1845;43309
76.1848;43310
76.186;43311
76.187;43312
76.1891;43313
76.1893;43314
76.1894;43315
76.1922;43316
76.1925;43317
76.1939;43318
76.1941;43319
76.1943;43320
76.1963;43321
76.1986;43322
76.1996;43323
76.2007;43324
76.2031;43325
76.2037;43326
76.2055;43327
76.2099;43328
76.2131;43329
76.2135;43330
76.2137;43331
76.2141;43332
76.2152;43333
76.2154;43334
76.2188;43335
76.219;43336
76.2216;43337
76.2219;43338
76.2236;43339
76.2273;43340
76.2295;43341
76.2325;43342
76.2329;43343
76.2358;43344
76.2366;43345
76.2375;43346
76.2386;43347
76.2411;43348
76.2417;43349
76.2496;43350
76.2513;43351
76.2515;43352
76.2517;43353
76.2545;43354
76.2555;43355
76.2566;43356
76.2568;43357
76.2572;43358
76.2625;43359
76.2635;43360
76.2637;43361
76.2639;43362
76.2642;43363
76.2655;43364
76.2664;43365
76.2677;43366
76.2686;43367
76.2688;43368
76.2694;43369
76.2697;43370
76.2721;43371
76.2723;43372
76.2742;43373
76.2744;43374
76.2746;43375
76.2754;43376
76.2755;43377
76.2765;43378
76.2774;43379
76.2791;43380
76.2807;43381
76.2821;43382
76.2846;43383
76.2848;43384
76.2894;43385
76.2908;43386
76.291;43387
76.2961;43388
76.2976;43389
76.2982;43390
76.3027;43391
76.3029;43392
76.3031;43393
76.3062;43394
76.3077;43395
76.308;43396
76.309;43397
76.3093;43398
76.3099;43399
76.3102;43400
76.3104;43401
76.311;43402
76.3116;43403
76.3127;43404
76.3149;43405
76.3158;43406
76.3168;43407
76.3183;43408
76.322;43409
76.3223;43410
76.3233;43411
76.326;43412
76.3267;43413
76.3275;43414
76.3295;43415
76.3302;43416
76.3312;43417
76.3326;43418
76.3349;43419
76.3361;43420
76.3364;43421
76.3377;43422
76.3384;43423
76.3396;43424
76.3404;43425
76.3412;43426
76.3434;43427
76.3447;43428
76.347;43429
76.3487;43430
76.3493;43431
76.3495;43432
76.35;43433
76.351;43434
76.352;43435
76.3536;43436
76.3543;43437
76.3554;43438
76.3578;43439
76.3581;43440
76.3595;43441
76.3684;43442
76.369;43443
76.3691;43444
76.3693;43445
76.3701;43446
76.3727;43447
76.374;43448
76.376;43449
76.3768;43450
76.3797;43451
76.3841;43452
76.3869;43453
76.3876;43454
76.3889;43455
76.3913;43456
76.3917;43457
76.3928;43458
76.3943;43459
76.3974;43460
76.3982;43461
76.3994;43462
76.401;43463
76.4023;43464
76.4054;43465
76.4092;43466
76.4109;43467
76.4138;43468
76.4147;43469
76.4175;43470
76.4177;43471
76.4179;43472
76.4189;43473
76.4222;43474
76.4225;43475
76.4228;43476
76.4245;43477
76.4258;43478
76.4289;43479
76.4297;43480
76.4302;43481
76.4314;43482
76.4316;43483
76.4333;43484
76.4339;43485
76.4374;43486
76.4418;43487
76.442;43488
76.4425;43489
76.4438;43490
76.4451;43491
76.4453;43492
76.4475;43493
76.4477;43494
76.4479;43495
76.4508;43496
76.4516;43497
76.4518;43498
76.4547;43499
76.4582;43500
76.4632;43501
76.4646;43502
76.4655;43503
76.4669;43504
76.4705;43505
76.4707;43506
76.4723;43507
76.4725;43508
76.4726;43509
76.4734;43510
76.474;43511
76.4751;43512
76.4769;43513
76.4771;43514
76.482;43515
76.4829;43516
76.485;43517
76.4857;43518
76.4877;43519
76.4909;43520
76.4934;43521
76.4936;43522
76.4972;43523
76.499;43524
76.5002;43525
76.5029;43526
76.5045;43527
76.5054;43528
76.5114;43529
76.5135;43530
76.514;43531
76.5142;43532
76.5181;43533
76.5214;43534
76.5218;43535
76.522;43536
76.5273;43537
76.5292;43538
76.5304;43539
76.5306;43540
76.531;43541
76.5328;43542
76.5378;43543
76.5401;43544
76.543;43545
76.5437;43546
76.544;43547
76.5441;43548
76.5443;43549
76.5446;43550
76.5448;43551
76.5462;43552
76.5472;43553
76.5517;43554
76.5519;43555
76.5556;43556
76.5564;43557
76.5566;43558
76.5573;43559
76.5599;43560
76.5608;43561
76.5673;43562
76.5677;43563
76.5681;43564
76.5684;43565
76.5688;43566
76.5701;43567
76.5704;43568
76.5707;43569
76.5752;43570
76.5755;43571
76.5757;43572
76.5759;43573
76.5761;43574
76.5766;43575
76.5774;43576
76.5777;43577
76.5781;43578
76.5798;43579
76.5829;43580
76.583;43581
76.5841;43582
76.5886;43583
76.589;43584
76.5902;43585
76.5904;43586
76.5922;43587
76.5952;43588
76.5962;43589
76.5975;43590
76.5977;43591
76.5982;43592
76.5985;43593
76.5997;43594
76.602;43595
76.6054;43596
76.6095;43597
76.6115;43598
76.6121;43599
76.6125;43600
76.6155;43601
76.6161;43602
76.6167;43603
76.6171;43604
76.6188;43605
76.6216;43606
76.6218;43607
76.6231;43608
76.6256;43609
76.6257;43610
76.628;43611
76.6282;43612
76.6284;43613
76.629;43614
76.6336;43615
76.6341;43616
76.6348;43617
76.635;43618
76.6366;43619
76.6381;43620
76.6395;43621
76.6401;43622
76.6412;43623
76.6448;43624
76.645;43625
76.6456;43626
76.647;43627
76.648;43628
76.6484;43629
76.6502;43630
76.6512;43631
76.6558;43632
76.6574;43633
76.658;43634
76.6588;43635
76.6591;43636
76.6614;43637
76.6618;43638
76.6627;43639
76.6638;43640
76.6666;43641
76.6682;43642
76.6683;43643
76.6688;43644
76.6698;43645
76.6766;43646
76.6787;43647
76.6796;43648
76.6808;43649
76.6827;43650
76.684;43651
76.6853;43652
76.6855;43653
76.6869;43654
76.6886;43655
76.6922;43656
76.6936;43657
76.6937;43658
76.6945;43659
76.6962;43660
76.6983;43661
76.6987;43662
76.7007;43663
76.7045;43664
76.7049;43665
76.7052;43666
76.7057;43667
76.7094;43668
76.7103;43669
76.7107;43670
76.7119;43671
76.7132;43672
76.7147;43673
76.715;43674
76.7158;43675
76.717;43676
76.7178;43677
76.7188;43678
76.7199;43679
76.7208;43680
76.7289;43681
76.7306;43682
76.7312;43683
76.7324;43684
76.7329;43685
76.7358;43686
76.7375;43687
76.7397;43688
76.7428;43689
76.7482;43690
76.7486;43691
76.7488;43692
76.7491;43693
76.75;43694
76.7502;43695
76.7523;43696
76.7567;43697
76.7568;43698
76.759;43699
76.7592;43700
76.7603;43701
76.7623;43702
76.7625;43703
76.763;43704
76.7635;43705
76.7643;43706
76.7645;43707
76.769;43708
76.7703;43709
76.7744;43710
76.7752;43711
76.776;43712
76.7761;43713
76.7772;43714
76.7796;43715
76.78;43716
76.7811;43717
76.7865;43718
76.7869;43719
76.7881;43720
76.7891;43721
76.7906;43722
76.7943;43723
76.7947;43724
76.7955;43725
76.7963;43726
76.7981;43727
76.7986;43728
76.8003;43729
76.8019;43730
76.8031;43731
76.804;43732
76.8053;43733
76.8082;43734
76.81;43735
76.8105;43736
76.8133;43737
76.8148;43738
76.8157;43739
76.8195;43740
76.8206;43741
76.8214;43742
76.8239;43743
76.8241;43744
76.8256;43745
76.8258;43746
76.8264;43747
76.8271;43748
76.8298;43749
76.8304;43750
76.8319;43751
76.8345;43752
76.8356;43753
76.8362;43754
76.8364;43755
76.8367;43756
76.8409;43757
76.8422;43758
76.8433;43759
76.8462;43760
76.8465;43761
76.8495;43762
76.8497;43763
76.8549;43764
76.8556;43765
76.8569;43766
76.8578;43767
76.8606;43768
76.8618;43769
76.8636;43770
76.8653;43771
76.8658;43772
76.8669;43773
76.8689;43774
76.8738;43775
76.8742;43776
76.8761;43777
76.8768;43778
76.877;43779
76.8798;43780
76.8808;43781
76.8812;43782
76.8824;43783
76.8851;43784
76.8859;43785
76.8869;43786
76.887;43787
76.8882;43788
76.889;43789
76.8916;43790
76.8927;43791
76.8928;43792
76.8931;43793
76.8939;43794
76.8959;43795
76.8981;43796
76.899;43797
76.8992;43798
76.8994;43799
76.9036;43800
76.9038;43801
76.9042;43802
76.9056;43803
76.9099;43804
76.9126;43805
76.9155;43806
76.917;43807
76.9174;43808
76.9224;43809
76.9246;43810
76.9248;43811
76.925;43812
76.9269;43813
76.9285;43814
76.9287;43815
76.9293;43816
76.9312;43817
76.932;43818
76.9349;43819
76.9367;43820
76.9372;43821
76.9392;43822
76.9413;43823
76.9415;43824
76.9421;43825
76.9468;43826
76.9476;43827
76.9478;43828
76.9512;43829
76.9546;43830
76.9548;43831
76.9573;43832
76.958;43833
76.9589;43834
76.9607;43835
76.9615;43836
76.9627;43837
76.9632;43838
76.9641;43839
76.9645;43840
76.965;43841
76.9667;43842
76.9676;43843
76.9702;43844
76.9704;43845
76.9708;43846
76.9725;43847
76.9728;43848
76.9732;43849
76.9739;43850
76.9751;43851
76.9771;43852
76.978;43853
76.9784;43854
76.9792;43855
76.9801;43856
76.9843;43857
76.9868;43858
76.9874;43859
76.9892;43860
76.9904;43861
76.9918;43862
76.9934;43863
76.994;43864
76.9943;43865
76.9962;43866
76.9979;43867
76.9981;43868
76.9986;43869
77.0005;43870
77.0012;43871
77.0041;43872
77.0079;43873
77.0121;43874
77.0123;43875
77.0152;43876
77.0173;43877
77.0203;43878
77.0265;43879
77.0277;43880
77.0286;43881
77.0288;43882
77.029;43883
77.0296;43884
77.0317;43885
77.0319;43886
77.0326;43887
77.0328;43888
77.033;43889
77.0355;43890
77.0368;43891
77.0389;43892
77.0419;43893
77.0437;43894
77.0442;43895
77.0465;43896
77.0469;43897
77.0505;43898
77.0528;43899
77.0532;43900
77.0537;43901
77.0559;43902
77.057;43903
77.0592;43904
77.0594;43905
77.0596;43906
77.0622;43907
77.0627;43908
77.0664;43909
77.0714;43910
77.0715;43911
77.0717;43912
77.0791;43913
77.0834;43914
77.0874;43915
77.0884;43916
77.0902;43917
77.0994;43918
77.0996;43919
77.1008;43920
77.1023;43921
77.1031;43922
77.1067;43923
77.1081;43924
77.1087;43925
77.1117;43926
77.1122;43927
77.1153;43928
77.1171;43929
77.1204;43930
77.1219;43931
77.123;43932
77.1232;43933
77.1234;43934
77.1235;43935
77.1252;43936
77.126;43937
77.1279;43938
77.1301;43939
77.1311;43940
77.1325;43941
77.1374;43942
77.1398;43943
77.1402;43944
77.144;43945
77.1463;43946
77.1465;43947
77.1489;43948
77.1494;43949
77.1496;43950
77.1498;43951
77.1506;43952
77.1514;43953
77.153;43954
77.154;43955
77.1542;43956
77.1556;43957
77.1558;43958
77.158;43959
77.1603;43960
77.1609;43961
77.1614;43962
77.163;43963
77.1646;43964
77.1655;43965
77.167;43966
77.1688;43967
77.1691;43968
77.1706;43969
77.1724;43970
77.1742;43971
77.1744;43972
77.1746;43973
77.1776;43974
77.181;43975
77.1862;43976
77.1879;43977
77.1889;43978
77.197;43979
77.1972;43980
77.1991;43981
77.202;43982
77.2027;43983
77.2037;43984
77.2041;43985
77.207;43986
77.2071;43987
77.2085;43988
77.2105;43989
77.2117;43990
77.2119;43991
77.2121;43992
77.2129;43993
77.2142;43994
77.215;43995
77.2162;43996
77.2172;43997
77.2194;43998
77.2199;43999
77.2201;44000
77.2203;44001
77.2205;44002
77.2216;44003
77.2244;44004
77.225;44005
77.2251;44006
77.2275;44007
77.2296;44008
77.2313;44009
77.2327;44010
77.2339;44011
77.2358;44012
77.2377;44013
77.2385;44014
77.2416;44015
77.244;44016
77.2442;44017
77.2446;44018
77.246;44019
77.2462;44020
77.2471;44021
77.2479;44022
77.2486;44023
77.2498;44024
77.2508;44025
77.251;44026
77.2512;44027
77.254;44028
77.2543;44029
77.2567;44030
77.2571;44031
77.2577;44032
77.2594;44033
77.2596;44034
77.2613;44035
77.2618;44036
77.263;44037
77.2637;44038
77.2654;44039
77.2656;44040
77.2672;44041
77.2678;44042
77.2681;44043
77.2693;44044
77.2709;44045
77.2719;44046
77.2723;44047
77.2727;44048
77.273;44049
77.2755;44050
77.2757;44051
77.277;44052
77.2775;44053
77.2798;44054
77.28;44055
77.2815;44056
77.2817;44057
77.2824;44058
77.2825;44059
77.2829;44060
77.2834;44061
77.2852;44062
77.2913;44063
77.2919;44064
77.2933;44065
77.294;44066
77.2964;44067
77.2988;44068
77.299;44069
77.2994;44070
77.3014;44071
77.3028;44072
77.3041;44073
77.3084;44074
77.3088;44075
77.3094;44076
77.3113;44077
77.3168;44078
77.3195;44079
77.3232;44080
77.3239;44081
77.3241;44082
77.3289;44083
77.3297;44084
77.3309;44085
77.332;44086
77.3322;44087
77.3333;44088
77.3339;44089
77.334;44090
77.3345;44091
77.3373;44092
77.3389;44093
77.3407;44094
77.3464;44095
77.3476;44096
77.3484;44097
77.3485;44098
77.3513;44099
77.3519;44100
77.3524;44101
77.3535;44102
77.3538;44103
77.354;44104
77.3542;44105
77.3546;44106
77.3621;44107
77.3626;44108
77.3657;44109
77.3668;44110
77.367;44111
77.3677;44112
77.3695;44113
77.3711;44114
77.3715;44115
77.3716;44116
77.377;44117
77.3772;44118
77.3793;44119
77.3831;44120
77.3832;44121
77.3844;44122
77.385;44123
77.3858;44124
77.3873;44125
77.3877;44126
77.3885;44127
77.3902;44128
77.3907;44129
77.3926;44130
77.394;44131
77.3949;44132
77.3956;44133
77.3961;44134
77.3966;44135
77.3968;44136
77.411;44137
77.4124;44138
77.4135;44139
77.414;44140
77.4154;44141
77.4176;44142
77.4184;44143
77.4217;44144
77.4229;44145
77.4234;44146
77.4249;44147
77.427;44148
77.4272;44149
77.4291;44150
77.4313;44151
77.4324;44152
77.434;44153
77.4342;44154
77.4357;44155
77.4359;44156
77.4361;44157
77.4362;44158
77.4366;44159
77.4373;44160
77.438;44161
77.4414;44162
77.4431;44163
77.4445;44164
77.4458;44165
77.4473;44166
77.4486;44167
77.4493;44168
77.4495;44169
77.4533;44170
77.4613;44171
77.462;44172
77.4643;44173
77.4658;44174
77.4678;44175
77.4696;44176
77.47;44177
77.471;44178
77.4713;44179
77.473;44180
77.4754;44181
77.4757;44182
77.4759;44183
77.4775;44184
77.4778;44185
77.4789;44186
77.4808;44187
77.4813;44188
77.4816;44189
77.4833;44190
77.4843;44191
77.4845;44192
77.4869;44193
77.4872;44194
77.4895;44195
77.4898;44196
77.4912;44197
77.4915;44198
77.4931;44199
77.4989;44200
77.4992;44201
77.4997;44202
77.5007;44203
77.501;44204
77.5013;44205
77.502;44206
77.5022;44207
77.505;44208
77.5057;44209
77.5066;44210
77.5107;44211
77.5114;44212
77.5194;44213
77.5211;44214
77.5227;44215
77.5241;44216
77.5245;44217
77.5293;44218
77.5297;44219
77.5299;44220
77.5312;44221
77.5357;44222
77.5371;44223
77.5379;44224
77.5392;44225
77.5405;44226
77.5409;44227
77.5413;44228
77.5419;44229
77.5435;44230
77.5438;44231
77.5444;44232
77.5447;44233
77.5474;44234
77.5508;44235
77.551;44236
77.5536;44237
77.5582;44238
77.5594;44239
77.5623;44240
77.5625;44241
77.5642;44242
77.5645;44243
77.565;44244
77.5656;44245
77.5664;44246
77.5683;44247
77.5692;44248
77.5701;44249
77.571;44250
77.5742;44251
77.5747;44252
77.5758;44253
77.5789;44254
77.5791;44255
77.5796;44256
77.5798;44257
77.581;44258
77.5815;44259
77.5825;44260
77.5833;44261
77.5836;44262
77.5838;44263
77.5883;44264
77.5888;44265
77.5909;44266
77.5955;44267
77.6001;44268
77.6023;44269
77.6026;44270
77.6073;44271
77.6078;44272
77.608;44273
77.6085;44274
77.6091;44275
77.6106;44276
77.6126;44277
77.6129;44278
77.6137;44279
77.6147;44280
77.6167;44281
77.6204;44282
77.6206;44283
77.6207;44284
77.6227;44285
77.6233;44286
77.6244;44287
77.6291;44288
77.6311;44289
77.6326;44290
77.6383;44291
77.6393;44292
77.6407;44293
77.6417;44294
77.6419;44295
77.6425;44296
77.644;44297
77.6454;44298
77.6504;44299
77.6507;44300
77.6511;44301
77.6514;44302
77.6532;44303
77.6537;44304
77.6538;44305
77.6547;44306
77.6559;44307
77.6561;44308
77.6588;44309
77.6593;44310
77.6611;44311
77.662;44312
77.6645;44313
77.6649;44314
77.6681;44315
77.6685;44316
77.6692;44317
77.6704;44318
77.676;44319
77.6766;44320
77.6768;44321
77.6808;44322
77.6815;44323
77.6819;44324
77.6841;44325
77.6871;44326
77.691;44327
77.6917;44328
77.6922;44329
77.6946;44330
77.6948;44331
77.695;44332
77.6969;44333
77.6971;44334
77.7025;44335
77.7027;44336
77.7041;44337
77.7056;44338
77.7074;44339
77.7077;44340
77.7084;44341
77.7113;44342
77.7119;44343
77.7121;44344
77.717;44345
77.7173;44346
77.7197;44347
77.722;44348
77.7228;44349
77.7236;44350
77.725;44351
77.7255;44352
77.7297;44353
77.73;44354
77.732;44355
77.7329;44356
77.7345;44357
77.7366;44358
77.7374;44359
77.7378;44360
77.7402;44361
77.7416;44362
77.7443;44363
77.7449;44364
77.7456;44365
77.7462;44366
77.7467;44367
77.7469;44368
77.748;44369
77.7483;44370
77.7492;44371
77.752;44372
77.7522;44373
77.7531;44374
77.7539;44375
77.7554;44376
77.7584;44377
77.7592;44378
77.7599;44379
77.7614;44380
77.7629;44381
77.7674;44382
77.7699;44383
77.772;44384
77.7722;44385
77.7728;44386
77.7748;44387
77.7762;44388
77.7767;44389
77.777;44390
77.7804;44391
77.7815;44392
77.7824;44393
77.7847;44394
77.7865;44395
77.7867;44396
77.7872;44397
77.7875;44398
77.7893;44399
77.79;44400
77.7901;44401
77.7935;44402
77.7941;44403
77.8011;44404
77.8014;44405
77.8018;44406
77.8022;44407
77.8024;44408
77.8026;44409
77.8028;44410
77.8034;44411
77.8059;44412
77.8094;44413
77.8102;44414
77.8105;44415
77.8107;44416
77.8112;44417
77.8132;44418
77.8145;44419
77.8151;44420
77.8206;44421
77.8208;44422
77.8215;44423
77.8259;44424
77.8291;44425
77.8334;44426
77.8394;44427
77.8397;44428
77.84;44429
77.8411;44430
77.8421;44431
77.8431;44432
77.8453;44433
77.8468;44434
77.8476;44435
77.8477;44436
77.849;44437
77.85;44438
77.8504;44439
77.8518;44440
77.852;44441
77.8524;44442
77.8537;44443
77.856;44444
77.8564;44445
77.8566;44446
77.8596;44447
77.8636;44448
77.8638;44449
77.8645;44450
77.8662;44451
77.8665;44452
77.8693;44453
77.8694;44454
77.8725;44455
77.8732;44456
77.8735;44457
77.8741;44458
77.8747;44459
77.8748;44460
77.8761;44461
77.8763;44462
77.8829;44463
77.8833;44464
77.884;44465
77.8846;44466
77.8855;44467
77.8875;44468
77.8883;44469
77.8886;44470
77.8888;44471
77.8919;44472
77.8924;44473
77.8926;44474
77.8928;44475
77.893;44476
77.8935;44477
77.8946;44478
77.8948;44479
77.895;44480
77.8958;44481
77.8967;44482
77.8975;44483
77.9013;44484
77.9037;44485
77.905;44486
77.9054;44487
77.9065;44488
77.9111;44489
77.914;44490
77.9142;44491
77.9163;44492
77.9169;44493
77.9173;44494
77.9177;44495
77.9215;44496
77.9222;44497
77.9227;44498
77.9235;44499
77.9243;44500
77.9253;44501
77.9277;44502
77.93;44503
77.9302;44504
77.9309;44505
77.9316;44506
77.9364;44507
77.9377;44508
77.9386;44509
77.9408;44510
77.9418;44511
77.9424;44512
77.9482;44513
77.9491;44514
77.9493;44515
77.9502;44516
77.9509;44517
77.953;44518
77.955;44519
77.9556;44520
77.9566;44521
77.9581;44522
77.9583;44523
77.9587;44524
77.9602;44525
77.962;44526
77.9624;44527
77.9644;44528
77.9655;44529
77.9656;44530
77.9658;44531
77.9669;44532
77.9677;44533
77.9679;44534
77.9708;44535
77.971;44536
77.9788;44537
77.9792;44538
77.9795;44539
77.9798;44540
77.9833;44541
77.9841;44542
77.9851;44543
77.9854;44544
77.987;44545
77.9901;44546
77.9918;44547
77.992;44548
77.9936;44549
77.9937;44550
77.9949;44551
77.9967;44552
77.9974;44553
77.998;44554
77.9989;44555
77.9999;44556
78.0001;44557
78.001;44558
78.0035;44559
78.0043;44560
78.0046;44561
78.0048;44562
78.0065;44563
78.0089;44564
78.0093;44565
78.0095;44566
78.0152;44567
78.0165;44568
78.0193;44569
78.0196;44570
78.0232;44571
78.0264;44572
78.0316;44573
78.0324;44574
78.0338;44575
78.0349;44576
78.0378;44577
78.038;44578
78.0385;44579
78.0398;44580
78.0405;44581
78.0419;44582
78.0429;44583
78.0436;44584
78.0448;44585
78.0462;44586
78.0473;44587
78.0475;44588
78.0496;44589
78.0524;44590
78.053;44591
78.0554;44592
78.0561;44593
78.0573;44594
78.0605;44595
78.0618;44596
78.0623;44597
78.0625;44598
78.0641;44599
78.0649;44600
78.068;44601
78.0691;44602
78.0694;44603
78.072;44604
78.0738;44605
78.0758;44606
78.0776;44607
78.0781;44608
78.079;44609
78.0805;44610
78.0846;44611
78.087;44612
78.089;44613
78.0895;44614
78.0899;44615
78.0954;44616
78.0956;44617
78.0961;44618
78.0971;44619
78.0973;44620
78.0974;44621
78.1005;44622
78.1061;44623
78.107;44624
78.1072;44625
78.1094;44626
78.1151;44627
78.1159;44628
78.1178;44629
78.1218;44630
78.1225;44631
78.1235;44632
78.124;44633
78.1248;44634
78.1259;44635
78.1278;44636
78.1283;44637
78.1288;44638
78.1312;44639
78.1393;44640
78.1396;44641
78.1398;44642
78.1401;44643
78.1402;44644
78.1427;44645
78.1433;44646
78.1438;44647
78.1488;44648
78.1518;44649
78.1522;44650
78.1524;44651
78.1526;44652
78.1528;44653
78.1544;44654
78.1623;44655
78.1626;44656
78.1627;44657
78.163;44658
78.1633;44659
78.1646;44660
78.1654;44661
78.169;44662
78.1699;44663
78.1717;44664
78.1737;44665
78.1748;44666
78.178;44667
78.1789;44668
78.1797;44669
78.1807;44670
78.1832;44671
78.1843;44672
78.186;44673
78.1902;44674
78.1926;44675
78.1937;44676
78.1939;44677
78.1949;44678
78.1956;44679
78.1971;44680
78.2002;44681
78.2047;44682
78.2065;44683
78.2074;44684
78.2078;44685
78.2121;44686
78.2131;44687
78.2152;44688
78.2156;44689
78.2158;44690
78.216;44691
78.2184;44692
78.2193;44693
78.221;44694
78.2212;44695
78.2224;44696
78.2259;44697
78.2299;44698
78.2302;44699
78.2317;44700
78.2322;44701
78.2372;44702
78.2376;44703
78.2389;44704
78.2393;44705
78.241;44706
78.2415;44707
78.2435;44708
78.2481;44709
78.2489;44710
78.2495;44711
78.2508;44712
78.2517;44713
78.2528;44714
78.2549;44715
78.2564;44716
78.258;44717
78.2581;44718
78.2588;44719
78.259;44720
78.2591;44721
78.2637;44722
78.2639;44723
78.266;44724
78.2662;44725
78.2684;44726
78.2696;44727
78.2705;44728
78.2722;44729
78.275;44730
78.2764;44731
78.2767;44732
78.279;44733
78.2793;44734
78.2829;44735
78.2831;44736
78.2833;44737
78.2845;44738
78.2876;44739
78.2882;44740
78.2941;44741
78.2949;44742
78.2954;44743
78.2965;44744
78.2985;44745
78.3025;44746
78.3031;44747
78.3045;44748
78.3057;44749
78.3076;44750
78.3078;44751
78.3092;44752
78.3113;44753
78.3121;44754
78.3128;44755
78.3144;44756
78.3146;44757
78.3148;44758
78.316;44759
78.3196;44760
78.3242;44761
78.3255;44762
78.3258;44763
78.3286;44764
78.3291;44765
78.3312;44766
78.3322;44767
78.3346;44768
78.3375;44769
78.3386;44770
78.3417;44771
78.3437;44772
78.3439;44773
78.3442;44774
78.3445;44775
78.3526;44776
78.3608;44777
78.3626;44778
78.3654;44779
78.3678;44780
78.3687;44781
78.3694;44782
78.3737;44783
78.3739;44784
78.3741;44785
78.3743;44786
78.3744;44787
78.3778;44788
78.3818;44789
78.3871;44790
78.389;44791
78.3893;44792
78.3915;44793
78.3929;44794
78.3949;44795
78.3988;44796
78.402;44797
78.4029;44798
78.4033;44799
78.4043;44800
78.4046;44801
78.4049;44802
78.4055;44803
78.408;44804
78.4085;44805
78.412;44806
78.4131;44807
78.4135;44808
78.4138;44809
78.4142;44810
78.4144;44811
78.4147;44812
78.4154;44813
78.419;44814
78.4202;44815
78.424;44816
78.4296;44817
78.4305;44818
78.4307;44819
78.4329;44820
78.4342;44821
78.4344;44822
78.4346;44823
78.4348;44824
78.4366;44825
78.4393;44826
78.4395;44827
78.4402;44828
78.4415;44829
78.4423;44830
78.4425;44831
78.4451;44832
78.4507;44833
78.451;44834
78.4522;44835
78.4524;44836
78.453;44837
78.4532;44838
78.4535;44839
78.4569;44840
78.46;44841
78.4621;44842
78.465;44843
78.4669;44844
78.4671;44845
78.4673;44846
78.4688;44847
78.4704;44848
78.4732;44849
78.4741;44850
78.4768;44851
78.4776;44852
78.4778;44853
78.4808;44854
78.484;44855
78.4845;44856
78.4861;44857
78.4887;44858
78.4895;44859
78.4917;44860
78.4934;44861
78.4975;44862
78.4994;44863
78.4999;44864
78.5006;44865
78.5037;44866
78.5049;44867
78.5067;44868
78.5069;44869
78.5076;44870
78.5099;44871
78.5103;44872
78.5105;44873
78.5108;44874
78.511;44875
78.5132;44876
